total_reward,total_timesteps,max_depth,max_score,max_gold,max_xp
0.0,74.0,1.0,0.0,0.0,0.0
0.0,82.0,1.0,0.0,0.0,0.0
0.0,416.0,1.0,0.0,0.0,0.0
0.0,40.0,1.0,0.0,0.0,0.0
0.0,76.0,1.0,0.0,0.0,0.0
0.0,115.0,1.0,0.0,0.0,0.0
0.0,12.0,1.0,0.0,0.0,0.0
0.0,59.0,1.0,0.0,0.0,0.0
5.0,244.0,1.0,5.0,5.0,1.0
0.0,124.0,1.0,0.0,0.0,0.0
0.0,599.0,1.0,0.0,0.0,0.0
1.0,68.0,1.0,1.0,1.0,0.0
8.0,208.0,1.0,8.0,0.0,2.0
0.0,66.0,1.0,0.0,0.0,0.0
0.0,27.0,1.0,0.0,0.0,0.0
4.0,307.0,1.0,4.0,0.0,1.0
0.0,36.0,1.0,0.0,0.0,0.0
0.0,112.0,1.0,0.0,0.0,0.0
24.0,109.0,1.0,24.0,4.0,5.0
4.0,175.0,1.0,4.0,0.0,1.0
0.0,183.0,1.0,0.0,0.0,0.0
0.0,250.0,1.0,0.0,0.0,0.0
0.0,1.0,1.0,0.0,0.0,0.0
